Job Title,Company,Location,Job Type,Date Posted,Job Link
JUNIOR AUDIO SYSTEM ENGINEER,Lumasonic Tech Rental Pvt Ltd,Panjim,FULL-TIME,Posted 7 months ago,https://startupgoa.org/job/lumasonic-tech-rental-pvt-ltd-panjim-full-time-junior-audio-system-engineer/
ASSISTANT MAINTENANCE TECHNICIAN,Lumasonic Tech Rental Pvt Ltd,Panjim,FULL-TIME,Posted 7 months ago,https://startupgoa.org/job/lumasonic-tech-rental-pvt-ltd-panjim-full-time-assistant-maintenance-technician/
BUSINESS DEVELOPMENT EXECUTIVE,Lumasonic Tech Rental Pvt Ltd,Panjim,FULL-TIME,Posted 7 months ago,https://startupgoa.org/job/lumasonic-tech-rental-pvt-ltd-panjim-full-time-business-development-executive/
ASSISTANT VIDEO TECHNICIAN,Lumasonic Tech Rental Pvt Ltd,Panjim,FULL-TIME,Posted 7 months ago,https://startupgoa.org/job/lumasonic-tech-rental-pvt-ltd-panjim-full-time-assistant-video-technician/
WEBSITE TESTER,MAGAS Services,Margao,FULL-TIME,Posted 8 months ago,https://startupgoa.org/job/magas-services-curchorem-margao-verna-vasco-panjim-mapusa-pernem-full-time-website-tester/
UX/UI & GRAPHIC DESINGER,MAGAS Services,Margao,FULL-TIME,Posted 8 months ago,https://startupgoa.org/job/magas-services-full-time-ux-ui-graphic-desinger/
LIGHT DESIGNER,Reynold Events and Promotions,Verna,FULL-TIME,Posted 8 months ago,https://startupgoa.org/job/reynold-events-and-promotions-goa-full-time-light-designer/
JUNIOR .NET DEVELOPER,Goldu Private Limited,Panjim,FULL-TIME,Posted 8 months ago,https://startupgoa.org/job/goldu-private-limited-panaji-full-time-junior-net-developer/
CUSTOMER SUPPORT ENGINEER,Reliable Software,Margao,FULL-TIME,Posted 8 months ago,https://startupgoa.org/job/reliable-software-margao-full-time-customer-support-engineer-2/
WEB DEVELOPER,Brewiti,Panjim,FULL-TIME,Posted 8 months ago,https://startupgoa.org/job/brewiti-st-inez-full-time-web-developer/
CONTENT CREATOR,Brewiti,Panjim,FULL-TIME,Posted 8 months ago,https://startupgoa.org/job/brewiti-st-inez-full-time-content-creator/
UI/UX DESIGNER WANTED SOON,Sofueled,Panjim,FULL-TIME,Posted 8 months ago,https://startupgoa.org/job/sofueled-full-time-ui-ux-designer-wanted-soon/
CAD DESIGN ENGINEER,Pai Kane Group,Mapusa,FULL-TIME,Posted 8 months ago,https://startupgoa.org/job/pai-kane-group-goa-full-time-cad-design-engineer/
DESIGN ENGINEER,Pai Kane Group,Other,FULL-TIME,Posted 8 months ago,https://startupgoa.org/job/pai-kane-group-goa-full-time-design-engineer/
SALES EXECUTIVE,Pai Kane Group,Mapusa,FULL-TIME,Posted 8 months ago,https://startupgoa.org/job/pai-kane-group-goa-full-time-sales-executive/
RPA DEVELOPER (AUTOMATION ANYWHERE),Tangentia,Panjim,FULL-TIME,Posted 8 months ago,https://startupgoa.org/job/tangentia-goa-full-time-rpa-developer-automation-anywhere/
VIDEO EDITOR,Parashoot Studio,Margao,FULL-TIME,Posted 8 months ago,https://startupgoa.org/job/parashoot-studio-margao-south-goa-full-time-video-editor/
SENIOR PURCHASE ASSOCIATE,Sun360,Vasco,FULL-TIME,Posted 9 months ago,https://startupgoa.org/job/sun360-south-goa-full-time-senior-purchase-associate/
AI/ML ENGINEER,Sofueled,Panjim,FULL-TIME,Posted 9 months ago,https://startupgoa.org/job/sofueled-full-time-ai-ml-engineer/
SENIOR DATA ANALYST,Xenerx Healthcare Services Private Limited,Porvorim,FULL-TIME,Posted 9 months ago,https://startupgoa.org/job/xenerx-healthcare-services-private-limited-porvorim-full-time-senior-data-analyst/
PRODUCT OWNER,INBETWEEN SOFTWARE DEVELOPMENT PRIVATE LIMITED,Panjim,FULL-TIME,Posted 9 months ago,https://startupgoa.org/job/inbetween-software-development-private-limited-full-time-product-owner/
SOFTWARE DEVELOPER – JAVA,INBETWEEN SOFTWARE DEVELOPMENT PRIVATE LIMITED,Panjim,FULL-TIME,Posted 9 months ago,https://startupgoa.org/job/inbetween-software-development-private-limited-full-time-software-developer-java/
INTERN-MARKETING,The Grit City,Panjim,INTERNSHIP,Posted 9 months ago,https://startupgoa.org/job/the-grit-city-goa-india-internship-intern-marketing/
ACCOUNTS,FINANCE SUVIDHA KENDRA,Panjim,FULL-TIME,Posted 9 months ago,https://startupgoa.org/job/finance-suvidha-kendra-india-full-time-accounts/
WORDPRESS DEVELOPER,Recurziv,Panjim,FULL-TIME,Posted 9 months ago,https://startupgoa.org/job/recurziv-shankarwadi-taliegao-full-time-wordpress-developer/
EASY RETURN,Easy Return,Margao,INTERNSHIP,Posted 9 months ago,https://startupgoa.org/job/easy-return-patiala-internship-easy-return/
FULL STACK DEVELOPER,The Grit City,Panjim,FULL-TIME,Posted 9 months ago,https://startupgoa.org/job/the-grit-city-goa-india-full-time-hr/
PHOTOGRAPHER,Kilowott Agency Pvt. Ltd.,Porvorim,FULL-TIME,Posted 9 months ago,https://startupgoa.org/job/kilowott-agency-pvt-ltd-goa-full-time-photographer/
CALLCENTER EXECUTIVES,Hello Information Services Pvt Ltd,Other,FULL-TIME,Posted 9 months ago,https://startupgoa.org/job/hello-information-services-pvt-ltd-goa-full-time-callcenter-executives/
JR/SR REACT JS/REACT NATIVE DEVELOPER,Numino Labs Pvt Ltd,Verna,FULL-TIME,Posted 9 months ago,https://startupgoa.org/job/numino-labs-pvt-ltd-verna-goa-full-time-jr-sr-react-js-react-native-developer/
OPERATIONS ASSOCIATE,Hirewise,Mapusa,FULL-TIME,Posted 9 months ago,https://startupgoa.org/job/hirewise-goa-full-time-operations-associate/
CHAT ASSOCIATE,Hirewise,Mapusa,FULL-TIME,Posted 9 months ago,https://startupgoa.org/job/hirewise-goa-full-time-chat-associate/
SOCIAL MEDIA EXECUTIVE,FabCoders,Panjim,FULL-TIME,Posted 9 months ago,https://startupgoa.org/job/fabcoders-panjim-full-time-social-media-executive/
"SALES & MARKETING IN REAL ESTATE CONSULTANCY, PORVORIM-GOA",CITIHOMES Realty,Porvorim,FULL-TIME,Posted 9 months ago,https://startupgoa.org/job/citihomes-realty-goa-full-time-sales-marketing-in-real-estate-consultancy-porvorim-goa-3/
BILLING EXECUTIVE – NIGHT SHIFT (6:30 PM TO 3:30 AM),Jobs for Goan,Porvorim,FULL-TIME,Posted 9 months ago,https://startupgoa.org/job/jobs-for-goan-porvorim-full-time-billing-executive-night-shift-630-pm-to-330-pm/
"PERFORMANCE MARKETING ON SOCIAL MEDIA, SEO, GOOGLE ADWORDS",CITIHOMES Realty,Porvorim,FULL-TIME,Posted 10 months ago,https://startupgoa.org/job/citihomes-realty-goa-freelance-full-time-internship-part-time-digital-marketing-to-promote-on-instagram-social-media-seo-google/
PHOTOGRAPHY INTERNSHIP,Minus Equals Plus,Porvorim,INTERNSHIP,Posted 10 months ago,https://startupgoa.org/job/minus-equals-plus-internship-photography-internship/
JUNIOR ARCHITECT,Enigmasoft Technologies,Panjim,FULL-TIME,Posted 10 months ago,https://startupgoa.org/job/enigmasoft-technologies-panaji-goa-full-time-junior-architect/
COMPUTER HARDWARE TECHNICIAN,Bits Bytes Technologies,Panjim,FULL-TIME,Posted 10 months ago,https://startupgoa.org/job/bits-bytes-technologies-panjim-full-time-computer-hardware-technician/
SEO CONSULTANT,Endure Technology Solutions Pvt. Ltd,Margao,FULL-TIME,Posted 10 months ago,https://startupgoa.org/job/endure-technology-solutions-pvt-ltd-margao-salcete-goa-403-601-full-time-seo-consultant/
VARIOUS INTERNSHIP ROLES,DC Automation Systems OPC Pvt Ltd,Other,INTERNSHIP,Posted 10 months ago,https://startupgoa.org/job/dc-automation-systems-opc-pvt-ltd-goa-hybrid-internship-various-internship-roles/
WEB DEVELOPER,Code Runner Software Pvt. Ltd.,Panjim,FULL-TIME,Posted 10 months ago,https://startupgoa.org/job/code-runner-software-pvt-ltd-panjim-goa-full-time-web-developer/
WORDPRESS DEVELOPER,Ideas Unlimited Digital,Panjim,FULL-TIME,Posted 10 months ago,https://startupgoa.org/job/ideas-unlimited-digital-full-time-wordpress-developer-2/
PHOTOGRAPHER / VIDEO EDITOR,Sunshell Digital Marketing Agency,Porvorim,FULL-TIME,Posted 11 months ago,https://startupgoa.org/job/sunshell-digital-marketing-agency-porvorim-goa-full-time-photographer-video-editor-2/
SOCIAL MEDIA EXECUTIVE,Sunshell Digital Marketing Agency,Porvorim,FULL-TIME,Posted 11 months ago,https://startupgoa.org/job/sunshell-digital-marketing-agency-porvorim-goa-full-time-social-media-executive/
CCTV ENGINEER,Vianaar Homes Pvt Ltd,Mapusa,FULL-TIME,Posted 11 months ago,https://startupgoa.org/job/vianaar-homes-pvt-ltd-mapusa-goa-full-time-cctv-engineer/
JUNIOR SYSTEM ADMINISTRATOR – GOA – FRESHER,New Vision Imaging P. Ltd.,Mapusa,FULL-TIME,Posted 11 months ago,https://startupgoa.org/job/new-vision-imaging-p-ltd-goa-full-time-junior-system-administrator/
JUNIOR PRODUCT MANAGER,New Vision Printing Services P. Ltd.,Mapusa,FULL-TIME,Posted 11 months ago,https://startupgoa.org/job/new-vision-printing-services-p-ltd-goa-full-time-junior-product-manager/
SEO SPECIALIST,New Vision Printing Services P. Ltd.,Mapusa,FULL-TIME,Posted 11 months ago,https://startupgoa.org/job/new-vision-printing-services-p-ltd-remote-or-goa-full-time-seo-specialist/
MOBILE APPLICATION DEVELOPER-GOA,New Vision Group Holding P. Ltd.,Mapusa,FULL-TIME,Posted 11 months ago,https://startupgoa.org/job/new-vision-group-holding-p-ltd-goa-full-time-mobile-application-developer/
BACKEND DEVELOPER-GOA,New Vision Group Holding P. Ltd.,Mapusa,FULL-TIME,Posted 11 months ago,https://startupgoa.org/job/new-vision-group-holding-p-ltd-goa-full-time-backend-developer/
UI DESIGNER – WFO OR HYBRID,Jobs for Goan,Saligao,FULL-TIME,Posted 11 months ago,https://startupgoa.org/job/jobs-for-goan-saligao-or-hybrid-full-time-ui-designer-wfo-or-hybrid/
CONTENT WRITER – WFO OR HYBRID,Jobs for Goan,Saligao,FULL-TIME,Posted 11 months ago,https://startupgoa.org/job/jobs-for-goan-saligao-or-hybrid-full-time-content-writer-wfo-or-hybrid/
PHP DEVELOPER – WFO OR HYBRID,Jobs for Goan,Saligao,FULL-TIME,Posted 11 months ago,https://startupgoa.org/job/jobs-for-goan-saligao-or-hybrid-full-time-php-developer-wfo-or-hybrid/
FACULTY TRAINER,Jobs for Goan,Panjim,FULL-TIME,Posted 11 months ago,https://startupgoa.org/job/jobs-for-goan-panjim-full-time-faculty-trainer/
FIBER TECHNICIAN,Blits Global Technologies Pvt Ltd,Vasco,FULL-TIME,Posted 12 months ago,https://startupgoa.org/job/blits-global-technologies-pvt-ltd-goa-full-time-fiber-technician/
SALES OPS MANAGER,Perky Digital Pvt Ltd,Panjim,FULL-TIME,Posted 12 months ago,https://startupgoa.org/job/perky-digital-pvt-ltd-goa-full-time-sales-ops-manager/
SOCIAL MEDIA EXECUTIVE,Rubiq Solutions Pvt. Ltd.,Panjim,FULL-TIME,Posted 12 months ago,https://startupgoa.org/job/rubiq-solutions-pvt-ltd-full-time-social-media-executive/
SEO EXECUTIVE,Rubiq Solutions Pvt. Ltd.,Panjim,FULL-TIME,Posted 12 months ago,https://startupgoa.org/job/rubiq-solutions-pvt-ltd-full-time-seo-executive/
UI & UX DESIGNER,Rubiq Solutions Pvt. Ltd.,Panjim,FULL-TIME,Posted 12 months ago,https://startupgoa.org/job/rubiq-solutions-pvt-ltd-full-time-ui-ux-designer/
WORDPRESS DEVELOPER,Rubiq Solutions Pvt. Ltd.,Panjim,FULL-TIME,Posted 12 months ago,https://startupgoa.org/job/rubiq-solutions-pvt-ltd-full-time-wordpress-developer/
SOCIAL MEDIA MANAGER,Rubiq Solutions Pvt. Ltd.,Panjim,FULL-TIME,Posted 12 months ago,https://startupgoa.org/job/rubiq-solutions-pvt-ltd-panjim-full-time-social-media-manager/
GRAPHICS DESIGNER,Rubiq Solutions Pvt. Ltd.,Panjim,FULL-TIME,Posted 12 months ago,https://startupgoa.org/job/rubiq-solutions-pvt-ltd-full-time-graphics-designer/
NODE JS. DEVELOPER,Code Runner Software Pvt. Ltd.,Panjim,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/code-runner-software-pvt-ltd-panjim-goa-full-time-node-js-developer/
VLOCITY DEVELOPER / ARCHITECT,Resouz Consultants,Other,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/resouz-consultants-remote-full-time-vlocity-developer-architect/
SALESFORCE DEVELOPER,Resouz Consultants,Other,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/resouz-consultants-remote-full-time-salesforce-developer/
ANGULAR DEVELOPER,Resouz Consultants,Panjim,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/resouz-consultants-panjim-full-time-angular-developer/
REACT DEVELOPER,Resouz Consultants,Panjim,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/resouz-consultants-panjim-full-time-react-developer/
SOCIAL MEDIA MARKETING,Minus Equals Plus,Porvorim,INTERNSHIP,Posted 1 year ago,https://startupgoa.org/job/minus-equals-plus-internship-social-media-marketing/
GRAPHIC DESIGN & VIDEO EDITOR,Kapcube,Panjim,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/kapcube-panjim-full-time-graphic-design-video-editor/
TELE CALLER,Golden Entertainment,Other,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/golden-entertainment-sri-lanka-full-time-tele-caller/
PROJECT MANAGER/PROJECT LEAD,Reliable Software,Margao,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/reliable-software-margao-full-time-project-manager-project-lead/
"TECH, DATA, MARKETING & MORE!",Vumonic Datalabs,Saligao,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/vumonic-datalabs-goa-full-time-tech-data-marketing-more/
SOCIAL MEDIA MARKETING EXECUTIVE,DGtive Markting Agency Pvt. Ltd,Porvorim,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/dgtive-markting-agency-pvt-ltd-goa-full-time-social-media-marketing-executive/
DATA ENGINEER,Thalus Technologies Pvt Ltd,Margao,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/thalus-technologies-pvt-ltd-goa-full-time-data-engineer/
QA TESTING ENGINEER,Thalus Technologies Pvt Ltd,Margao,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/thalus-technologies-pvt-ltd-goa-full-time-qa-testing-engineer/
TALENT ACQUISITION SPECIALIST,Endure Technology Solutions Pvt. Ltd,Margao,PART-TIME,Posted 1 year ago,https://startupgoa.org/job/endure-technology-solutions-pvt-ltd-south-goa-part-time-talent-acquisition-specialist/
EVENT MANAGER,Confidential,Panjim,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/confidential-panjim-full-time-event-manager/
OFFICE BOY,Confidential,Panjim,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/confidential-panjim-full-time-office-boy/
JUNIOR ACCOUNTANT,Enigmasoft Technologies,Panjim,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/enigmasoft-technologies-goa-full-time-junior-accountant/
INTERIOR SITE ENGINEER,Twiceline Services Pvt.Ltd,Panjim,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/twiceline-services-pvt-ltd-goa-full-time-interior-site-engineer/
JUNIOR WORDPRESS DEVELOPER,RankUp Global,Margao,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/rankup-global-goa-full-time-junior-wordpress-developer/
DRUPAL DEVELOPER,DeeSolutions,Vasco,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/deesolutions-full-time-drupal-developer/
SOCIAL MEDIA MANAGER,Sunshell Digital Marketing Agency,Porvorim,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/sunshell-digital-marketing-agency-porvorim-goa-full-time-social-media-manager/
IT HARDWARE ENGINEER,IDITRI Techno Solutions Pvt Ltd,Panjim,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/iditri-techno-solutions-pvt-ltd-02-ground-floor-sundial-nr-doordarshan-kendra-althino-panajim-goa-403001-full-time-it-hardware-engineer/
FLUTTER DEVELOPER,Anant Informedia Pvt. Ltd,Panjim,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/anant-informedia-pvt-ltd-goa-full-time-flutter-developer-3/
CONTENT WRITER FOR INTERNSHIP,Kcorp Tax,Other,INTERNSHIP,Posted 1 year ago,https://startupgoa.org/job/kcorp-tax-work-from-home-internship-content-writer-for-internship/
SALES INTERN,Sushboard,Panjim,FREELANCE,Posted 1 year ago,https://startupgoa.org/job/sushboard-panaji-margao-ponda-vasco-mapusa-freelance-internship-part-time-sales-intern/
HR EXECUTIVE,Anant Informedia Pvt. Ltd,Panjim,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/anant-informedia-pvt-ltd-goa-full-time-hr-executive-4/
HR EXECUTIVE,Anant Informedia Pvt. Ltd,Panjim,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/anant-informedia-pvt-ltd-goa-full-time-hr-executive-3/
HR EXECUTIVE,Anant Informedia Pvt. Ltd,Panjim,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/anant-informedia-pvt-ltd-goa-full-time-hr-executive-2/
CONTENT WRITER,Anaad Worldwide,Other,INTERNSHIP,Posted 1 year ago,https://startupgoa.org/job/anaad-worldwide-new-delhi-internship-content-writer/
SALES ASSISTANT,Smart Koncepts,Porvorim,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/smart-koncepts-porvorim-full-time-sales-assistant/
P.E. TEACHER,El Shaddai Charitable Trust,Mapusa,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/el-shaddai-charitable-trust-assagaon-full-time-p-e-teacher/
HEAVY LICENSED DRIVER,El Shaddai Charitable Trust,Mapusa,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/el-shaddai-charitable-trust-india-full-time-heavy-licensed-driver-2/
GRAPHICS / VIDEO EDITOR,El Shaddai Charitable Trust,Mapusa,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/el-shaddai-charitable-trust-assagaon-full-time-graphics-video-editor/
FLUTTER DEVELOPER,FabCoders,Panjim,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/fabcoders-full-time-part-time-flutter-developer/
WORDPRESS DEVELOPER,FabCoders,Panjim,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/fabcoders-full-time-wordpress-developer-2/
FLUTTER DEVELOPER,Dreamlogic Infosystems,Panjim,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/dreamlogic-infosystems-goa-india-full-time-flutter-developer/
SOFTWARE TESTER,Dreamlogic Digital Services,Panjim,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/dreamlogic-digital-services-goa-india-full-time-software-tester/
ONE SIDE TAXI – ONEWAY AND CORPORATE TAXI IN MUMBAI,One Side Taxi - Oneway and Corporate Taxi in Mumbai,Verna,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/one-side-taxi-oneway-and-corporate-taxi-in-mumbai-full-time-one-side-taxi-oneway-and-corporate-taxi-in-mumbai/
COLLEGE INTERNSHIP FOR IT/ COMPUTER STUDENTS,Goa App,Panjim,INTERNSHIP,Posted 1 year ago,https://startupgoa.org/job/goa-app-panjim-work-from-home-internship-college-internship-for-it-computer-students/
"PROJECT MANAGER/PROJECT LEAD PYTHON, GOLANG, NODEJS & DEVPS",Location Bangalore,Other,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/location-bangalore-bangalore-full-time-project-manager-project-lead-python-golang-nodejs-devps/
SUPPLY CHAIN INTERN,Enigmasoft Technologies,Panjim,INTERNSHIP,Posted 1 year ago,https://startupgoa.org/job/enigmasoft-technologies-santa-inez-panjim-internship-supply-chain-intern/
MECHANICAL ENGINEER,Enigmasoft Technologies,Panjim,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/enigmasoft-technologies-goa-full-time-mechanical-engineer/
PROJECT TECHNICIAN,Enigmasoft Technologies,Panjim,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/enigmasoft-technologies-goa-full-time-project-technician/
DIGITAL ACCOUNT EXECUTIVE,Enigmasoft Technologies,Panjim,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/enigmasoft-technologies-santa-inez-panjim-full-time-digital-account-executive/
ELECTRONICS HARDWARE ENGINEER,Enigmasoft Technologies,Panjim,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/enigmasoft-technologies-santa-inez-panjim-full-time-electronics-hardware-engineer/
JUNIOR ARCHITECT,Enigmasoft Technologies,Panjim,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/enigmasoft-technologies-santa-inez-panjim-full-time-junior-architect/
ACCOUNTANT,Enigmasoft Technologies,Panjim,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/enigmasoft-technologies-santa-inez-panjim-full-time-accountant/
HR EXECUTIVE,Enigmasoft Technologies,Panjim,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/enigmasoft-technologies-santa-inez-panjim-full-time-hr-executive/
SENIOR ACCOUNT MANAGER (SALES & PROCUREMENT),Enigmasoft Technologies,Panjim,FULL-TIME,Posted 1 year ago,https://startupgoa.org/job/enigmasoft-technologies-santa-inez-panjim-full-time-senior-account-manager-sales-procurement/
